1	0.05787908440300068	0.23750838933197646	sembcorp utilities pte ltd
2	0.08633703639747436	0.18942610251934627	resin & pigment technologies pte ltd
3	0.07474817245150447	0.23209365600029397	chevron oronite pte ltd
4	0.07386173948080331	0.24477281581904098	poval asia pte ltd
5	0.0730482165812845	0.2439239040130075	celanese singapore pte ltd
6	0.07950267656708694	0.22980587762390112	asahi kasei plastics singapore pte ltd
7	0.08783361154281527	0.22838064037154965	mitsui phenols singapore pte ltd
8	0.09401945547688902	0.23323657166576564	eastman chemical singapore pte ltd
9	0.10008634087376944	0.23923736567090279	lonza performance chemicals pte ltd
10	0.10008634087376944	0.23923736567090279	lonza singapore pte ltd
11	0.10956081275542509	0.2416458608637513	abdullah b idros
12	0.10961837333793771	0.2419379176777401	la vela restaurant @ jurong island
13	0.10956081275542509	0.2416458608637513	madurambal d/o shanmugam sithambaram
14	0.16958498820008036	0.09513653363997897	abbott manufacturing singapore pte ltd
15	0.1669487135209802	0.11013462456195057	technip singapore, nexbtl project office
16	0.18651931157543292	0.1003662976561205	aroma chemical pte ltd
17	0.18328440683819727	0.10679933574597539	nagase finechem singapore pte ltd
18	0.18593603100596717	0.10301427943645862	pride-chem industries pte ltd
19	0.18658454690228085	0.10754116005356106	chem-gas pte ltd
20	0.19514188683589415	0.08928566213270747	cyclect group of companies
21	0.19423242963218793	0.091493611646613	cyclect electrical engineering pte ltd
22	0.19423242963218793	0.091493611646613	cyclect holdings pte ltd
23	0.19195303056466942	0.09249049890509031	aft tuas view cres
24	0.1966269498647325	0.08584912695457755	multi alliance
25	0.20012279590936072	0.08521244310004554	pureshine chemicals enterprise pte ltd
26	0.20259790095742383	0.0857439865015239	jack tat engineering pte ltd
27	0.20012279590936072	0.08521244310004554	refractory techserv pte ltd
28	0.19826167040810455	0.08602825513382548	hysion joinery construction
29	0.19806212705539186	0.0863027885389904	standard heat treatment pte ltd
30	0.19806980179972716	0.086201542176808	industrial heating (s) pte ltd
31	0.1976476908612976	0.08674866194171606	vigor precision engineering pte ltd
32	0.1972140678063655	0.09074594620276194	united paper industries pte ltd
33	0.20220265162416737	0.08616065422283961	van joo industrial engineering pte ltd
34	0.2005564189642928	0.08728215238861621	yonsan engineering pte ltd
35	0.20670388917669175	0.08212637609869661	yongnam holdings limited
36	0.21068708148659746	0.08522217832715452	xpac technologies pte ltd
37	0.21416374067038865	0.08165519110543226	yong nam
38	0.21726817475392848	0.07876577569218274	johnson pacific pte ltd
39	0.21871102668892314	0.08884368282085307	multiseals international pte ltd
40	0.21706095665688135	0.08658511012587018	sinco automation pte ltd
41	0.18834590072718152	0.10147416650391684	cramoil trading corporation singapore
42	0.19064448665553782	0.09775530973890716	multico
43	0.19447418407874262	0.0974476765614887	dynamic diesel engineering pte ltd
44	0.19447418407874262	0.0974476765614887	multi-corporation (s) pte ltd
45	0.19424010437652237	0.09398388274737064	ciba vision asian manufacturing & logistics pte ltd
46	0.1898424758725224	0.1031817253431481	sen hin chemical
47	0.18902127822866832	0.10869770503704065	tuas power stn
48	0.1965003165832039	0.09873856767940423	guerin systems asia pte ltd
49	0.19639670753468033	0.09853218086416816	united central engineering pte ltd
50	0.19553329879698336	0.10424481214613247	eco-swm complex
51	0.19761315451179	0.10872106958215755	frank mohn singapore pte ltd
52	0.1978587463305128	0.11074989091678748	tuas power stn
53	0.2036953893973402	0.10743017846424201	eaton fluid power
54	0.20414819931311012	0.10669419529294939	aeroquip singapore pte ltd
55	0.20414819931311012	0.10669419529294939	vickers systems asia pacific pte ltd
56	0.20834244709223101	0.10841733049558268	mencast marine pte ltd
57	0.21102477023734129	0.10333748897727912	sct technologies pte ltd
58	0.21102477023734129	0.10333748897727912	green world holdings ltd
59	0.21272856347972846	0.10636319757041404	lbg-ngt corporation pte ltd
60	0.21233331414647202	0.10846600663123825	aft blue circle
61	0.21272856347972846	0.10636319757041404	lbg-ngt corporation pte ltd
62	0.2120992344442526	0.10621132802712661	lbg building
63	0.21578694909725818	0.10377168010744633	bef tuas sth ave 7
64	0.21620138529135247	0.1071322805139602	novartis singapore pharmaceutical manufacturing pte ltd
65	0.2066002801281682	0.11220238680509943	derrick service singapore pte ltd
66	0.20613212072372852	0.11103610659451085	opp yls steel
67	0.20536080891805258	0.11477053972295026	nh techno glass singapore pte ltd
68	0.20937086283313142	0.10987177342934408	davco construction materials pte ltd
69	0.22612866708877719	0.0837073769851791	see hup seng
70	0.2218269728889655	0.08734445784227969	ssangleong bulkhandling private limited
71	0.2188645215756249	0.08742233965934519	applicam industries pte ltd
72	0.22185767186630584	0.09030396689087987	qualitek singapore pte ltd
73	0.2247357009919607	0.08748853920385227	see hup seng limited
74	0.2232659874517929	0.08637872331063412	cpi building
75	0.22346936817667198	0.09078878120212446	agnos chemicals pte ltd
76	0.22924461328881954	0.09118208437832327	saint-gobain pam
77	0.22922158905581447	0.09182071527830475	meng chong foodstuffs pte ltd
78	0.2272108060400238	0.09248076367795366	akati impex pte ltd
79	0.22924461328881954	0.09118208437832327	saint-gobain quartz pte ltd
80	0.23000441297799207	0.09062522938627857	matex international limited
81	0.22876877914004456	0.0901189975753389	novexx engineering pte ltd
82	0.22792455726318628	0.09367040843365912	microcircuit technology (2002) pte ltd
83	0.22826224601392925	0.09081798688353439	elms industrial pte ltd
84	0.2332162934822227	0.08849321464404443	rolled alloys international pte ltd
85	0.2321341545309769	0.08849905578030981	tyt corporation pte ltd
86	0.2320458949711231	0.09125801914996699	prencepak pte ltd
87	0.2333122277864118	0.09161043437219743	npc systems pte ltd
